,MINE_ID,CURRENT_MINE_NAME,COAL_METAL_IND,CURRENT_MINE_TYPE,CURRENT_MINE_STATUS,CURRENT_STATUS_DT,CURRENT_CONTROLLER_ID,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,BOM_STATE_CD,FIPS_CNTY_CD,FIPS_CNTY_NM,CONG_DIST_CD,COMPANY_TYPE,CURRENT_CONTROLLER_BEGIN_DT,DISTRICT,OFFICE_CD,OFFICE_NAME,ASSESS_CTRL_NO,PRIMARY_SIC_CD,PRIMARY_SIC,PRIMARY_SIC_CD_1,PRIMARY_SIC_CD_SFX,SECONDARY_SIC_CD,SECONDARY_SIC,SECONDARY_SIC_CD_1,SECONDARY_SIC_CD_SFX,PRIMARY_CANVASS_CD,PRIMARY_CANVASS,SECONDARY_CANVASS_CD,SECONDARY_CANVASS,CURRENT_103I,CURRENT_103I_DT,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,LONGITUDE,LATITUDE,AVG_MINE_HEIGHT,MINE_GAS_CATEGORY_CD,METHANE_LIBERATION,NO_PRODUCING_PITS,NO_NONPRODUCING_PITS,NO_TAILING_PONDS,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS,MINERS_REP_IND,SAFETY_COMMITTEE_IND,MILES_FROM_OFFICE,DIRECTIONS_TO_MINE,NEAREST_TOWN
69900,4602628,Buffalo No 5,C,Surface,Abandoned,06/14/1972,C00609,Carl Del Signore Family Trust,P00733,Buffalo Coal Company Inc,WV,46,23,Grant,1.0,Other,01/01/1950,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
69906,4608781,Hodgesville Auger,C,Surface,Abandoned,06/10/1999,0094773,David D  Bundy; Perian  Salviola,P21604,Bundy Auger Mining Inc,WV,46,97,Upshur,2.0,Other,06/01/1999,C03,C0303,Bridgeport WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,06/10/1999,N,,0,,,,0.0,N,0.0003,0.0003,,,,0.0,0.0,,N,N,N,N,N,0,,Hodgesville
69907,4608842,Coal Rush Auger,C,Surface,Abandoned,08/06/2001,C13673,Leroy  Stear,P20008,Stear Auger Mining Inc,WV,46,109,Wyoming,3.0,Other,07/01/2000,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,0.0,N,81.6211,37.7222,35.0,,,0.0,0.0,,N,N,N,N,N,0,,Oceana
69911,4603428,Bucks Garden Auger,C,Surface,Abandoned,05/28/1974,C03040,Conley Willis,P03690,C C Conley & Sons Inc,WV,46,67,Nicholas,2.0,Other,01/01/1950,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
69923,4602047,No 1 Mine,C,Underground,Abandoned,06/10/1971,C02008,J & O Coal Company,P03253,J & O Coal Company,WV,46,45,Logan,3.0,Other,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
69928,4609165,Trail Mine No 1,C,Underground,New Mine,05/17/2006,0041211,"Alpha Natural Resources, Inc.",P23835,Spartan Mining Company Inc,WV,46,59,Mingo,3.0,Corporation,05/17/2006,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,82.169444,37.646388,,,0.0,,0.0,,N,N,N,N,N,0,"Rt. 49 South and 0.5 miles due east of Magnolia High School, at Lobata, WV.",Lobata
69950,4605613,Tripp Tipple,C,Facility,Abandoned,03/30/1982,C00012,Ashland Inc,P12922,Hugheston Dock Company,WV,46,99,Wayne,3.0,Other,12/11/1981,C12,C1203,Logan WV Field Office,460561303508NT0,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,82.4958,37.9278,,,,,,,N,N,N,N,N,0,,Crum
69951,4605793,No 2 Surface,C,Surface,Abandoned,04/07/1994,C13517,Dillion Jimmy,P19753,Dillman Coal Corp,WV,46,45,Logan,3.0,Corporation,09/06/1988,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,82.0725,37.7847,96.0,,,0.0,0.0,,N,N,N,N,Y,0,,Holden
69952,4605945,No 1 Dredge,C,Facility,Abandoned,08/15/1991,C13484,Adams J R & Wilmer Napier,P19691,A & N Dredging Inc,WV,46,43,Lincoln,3.0,Other,05/06/1988,C04,C0406,Madison WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,12/20/1984,N,,0,,,,0.0,N,82.0861,38.0833,,,,,,,N,N,N,N,N,0,,Branchland
69959,4606246,Number 4 Strip,C,Surface,Abandoned,07/21/1983,C08620,Cornelius Barbara Jo,P11506,Clear Creek Land Company Inc,WV,46,25,Greenbrier,3.0,Other,10/01/1980,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.110555,38.750555,,,,,1.0,,N,N,N,N,N,0,,Rupert
69962,4603957,Mack No 1 Mine,C,Underground,Abandoned,12/23/1974,C01104,Hylton Tracy W,P01475,Whitesville A & S Coal Company Inc,WV,46,109,Wyoming,3.0,Other,02/01/1974,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
69981,4600376,No 1 Preparation Plant,C,Facility,Abandoned,10/10/2000,C01883,El Paso Energy Corp,P24023,Coastal Coal-West Virginia Llc,WV,46,25,Greenbrier,3.0,Other,09/10/1990,C04,C0403,Summersville WV Field Office,460037603522,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.566667,38.1,,,,,,,N,N,N,N,N,0,,Rupert
69991,4602290,No 1 Refuse Areas,C,Facility,Abandoned,08/28/1992,0041211,"Alpha Natural Resources, Inc.",P23457,Green Valley Coal Company,WV,46,67,Nicholas,2.0,Other,07/22/1997,C04,C0403,Summersville WV Field Office,460229003504PDL,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.683333,38.266667,,,,,,,N,N,N,N,Y,0,,Nettie
69997,4603261,Shannon Branch Preparation Plant,C,Facility,Abandoned,10/03/1985,C02508,Massey Energy Company,P10000,Shannon-Pocahontas Mining Company,WV,46,47,Mcdowell,3.0,Other,03/10/1980,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Inspect Once Every 5-days,04/17/1982,N,,0,,,,0.0,N,81.6028,37.4528,,,,,,,N,N,N,N,N,0,,Capels
70004,4601939,Victory Mine,C,Underground,Abandoned and Sealed,09/28/2010,0041211,"Alpha Natural Resources, Inc.",P23835,Spartan Mining Company,WV,46,99,Wayne,3.0,Corporation,02/05/1996,C12,C1203,Logan WV Field Office,000039035,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,0.0,0.0,0.0,0.0,N,82.425,37.883333,54.0,,0.0,,0.0,,N,N,N,N,N,0,"2 Miles South of Crum, WV on Rt. 52",Crum
70013,4601259,Queen No 10 Ug,C,Underground,Abandoned,06/28/1971,C00450,Harris Lynn,P00543,Dexcar Queen Coal Company Inc,WV,46,1,Barbour,1.0,Other,01/01/1950,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70023,4605826,No 8 Strip,C,Surface,Abandoned,10/01/1979,C00849,I C M Carbomin International Corp,P01011,Leckie Smokeless Coal Company,WV,46,25,Greenbrier,3.0,Other,06/01/1978,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70072,4607699,Freedom,C,Underground,Abandoned and Sealed,10/29/1997,0041211,"Alpha Natural Resources, Inc.",P06978,Peerless Eagle Coal Company,WV,46,67,Nicholas,2.0,Other,06/23/2000,C04,C0403,Summersville WV Field Office,460769903611,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.874444,38.32,42.0,,0.0,,0.0,,N,N,N,N,N,0,,Summersville
70099,4602384,Crumpler Preparation Plant,C,Facility,Abandoned,10/01/1983,C02529,National Bulk Carriers,P02951,United Pocahontas Coal Company,WV,46,47,Mcdowell,3.0,Other,01/01/1950,C12,C1202,Princeton WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.3417,37.4264,,,,,,,N,N,N,N,N,0,,
70145,4601689,Mill Run 1,C,Underground,Abandoned,05/29/1973,C30124,B & B Coal Company,P30124,B & B Coal Company,WV,46,101,Webster,3.0,Other,01/01/1950,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70177,4607284,No 1,C,Underground,Abandoned and Sealed,12/02/1993,C13742,Stephen  Hairston,P21983,Kazin Coal Inc,WV,46,45,Logan,3.0,Other,07/16/1992,C12,C1203,Logan WV Field Office,460728403607,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.8908,37.73,32.0,,0.0,,,,N,N,N,N,N,0,,Man
70191,4602796,Paul Harrold Limestone Company Paul,M,Surface,Abandoned,06/23/1981,M01027,Harrold Paul Inc,L01180,Paul Harrold Limestone Company,WV,46,49,Marion,1.0,Other,01/01/1950,M2,M2000,Northeast District - Warrendale,,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,,,N,,0,,,,,Y,,,,,,,,,N,N,N,N,N,0,,
70194,4604045,Robin Mine,C,Underground,Abandoned,09/26/1980,C00067,Kinder Herbert E Jr,P00118,Alma Coal Corp,WV,46,45,Logan,3.0,Corporation,05/01/1974,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70200,4605133,No 16 Mine,C,Underground,Abandoned,03/16/1978,C00102,Lester Kenneth,P01042,Ken Coal Company Inc,WV,46,45,Logan,3.0,Other,04/01/1976,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70271,4601975,No 2,C,Underground,Abandoned,07/18/1974,C31065,Indian Ridge Coal Company,P31065,Indian Ridge Coal Company,WV,46,47,Mcdowell,3.0,Other,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70275,4607967,Mine No 1,C,Underground,Abandoned and Sealed,02/18/1993,C11563,Allied Resources Corp,P21552,Low Kit Mining Company Inc,WV,46,39,Kanawha,2.0,Other,07/22/1991,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.2853,38.3047,48.0,,0.0,,,,N,N,N,N,N,0,,Pond Gap
70276,4608052,Cove Deep,C,Underground,Abandoned and Sealed,10/10/1996,C11518,Gary E  Stanley; Wayne H  Stanley,P21824,Shiloh Mining Inc,WV,46,1,Barbour,1.0,Other,02/12/1992,C03,C0303,Bridgeport WV Field Office,460805203543,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,07/08/1991,N,,0,,,,0.0,N,1.0169,6.0169,,,0.0,,,,N,N,N,N,N,0,,Philippi
70280,4608372,Plum #1,C,Facility,Abandoned,10/30/2002,C12488,James L  Laurita Jr; Thomas A  Laurita,P21358,"Dana Mining Company, Inc.",WV,46,77,Preston,1.0,Corporation,12/05/2002,C03,C0301,Morgantown WV Field Office,460837203504,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,12/20/1993,N,,0,,,0.0,0.0,N,79.650833,39.625555,,,,,,,N,N,N,N,N,0,East of Route 92 off Concord Road  1 mile,Kingwood
70285,4607359,No 1 Surface,C,Surface,Abandoned,06/29/1988,C13131,John H  Wellford,P18973,Kimberly Industries Inc,WV,46,5,Boone,3.0,Other,09/01/1987,C04,C0406,Madison WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.6481,37.9661,60.0,,,0.0,0.0,,N,N,N,N,N,0,,Van
70286,4607472,No 1,C,Underground,Abandoned and Sealed,05/22/1990,C14009,Daugherty Jimmy Lee,P20603,5 Block Leasing Inc,WV,46,45,Logan,3.0,Other,11/02/1989,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.793888,37.796944,41.0,,0.0,,0.0,,N,N,N,N,N,0,,Amherstdale
70287,4607494,Horizon Fuels Inc,C,Surface,Abandoned,09/24/1990,C11973,Seremetis James,P19489,Horizon Fuels Inc,WV,46,77,Preston,1.0,Other,04/01/1988,C03,C0301,Morgantown WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,04/13/1988,N,,0,,,,0.0,N,79.8994,39.8361,48.0,,,0.0,0.0,,N,N,N,N,N,0,,Bruceton Mills
70290,4607736,Quincy Dock,C,Facility,Active,10/02/1989,0075793,Traxys North America LLC; Pegasus Capital Advisors LP,P24574,Kanawha River Terminals LLC,WV,46,39,Kanawha,2.0,Other,11/30/2000,C04,C0402,Mt. Carbon WV Field Office,000287205,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,5,8.0,3.0,0.0,9.0,N,81.501111,38.199722,,,,,0.0,,N,N,N,N,N,0,1/2 mile NW of Cabin CreekRt. 60 Quincy Road,Cabin Creek
70291,4607842,T V M Mine #1,C,Surface,Abandoned and Sealed,04/25/1994,C14993,Kondrla Jerry,P22645,Bjp Inc,WV,46,91,Taylor,1.0,Other,09/13/1993,C03,C0303,Bridgeport WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,03/15/1990,N,,0,,,,0.0,N,80.1408,39.2742,,,,0.0,0.0,,N,N,N,N,N,0,,Flemington
70295,4607975,Smokehouse North (1),C,Surface,Abandoned,08/31/1998,C15677,Rackwood Mineral Holdings Plc,P23890,Royal Scot Minerals Inc,WV,46,25,Greenbrier,3.0,Other,11/11/1997,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.5769,38.0592,32.0,,,0.0,0.0,,N,N,N,N,N,0,,Rupert
70300,4605587,No 4 Surface,C,Surface,Abandoned,12/12/1980,C00162,Winkelman Dwight W,P02352,Craig Contractors Inc,WV,46,101,Webster,3.0,Other,08/01/1977,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70302,4604281,No 1 Mine,C,Underground,Abandoned,09/26/1980,C31977,Simpson Paul,P31977,Simpson Coal Company,WV,46,5,Boone,3.0,Other,01/01/1950,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70303,4608582,Paynter Branch Surface Mine,C,Surface,Abandoned,11/09/2011,0041211,"Alpha Natural Resources, Inc.",P23635,Simmons Fork Mining Incorporated,WV,46,109,Wyoming,3.0,Corporation,03/06/2001,C12,C1201,Pineville WV Field Office,000247220,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,81.686111,37.723055,30.0,,,,0.0,,N,N,N,N,N,20,"Top of Huff Mountain, Oceana, WV",Oceana
70316,4601666,Norma No 2 Mine,C,Underground,Abandoned,09/26/1980,C00038,Belco Petroleum Corp,P01061,L & B Coal Company,WV,46,59,Mingo,3.0,Other,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70345,4603438,No 1 Auger,C,Surface,Abandoned,12/03/1973,C01043,Perini Corp,P01220,Majestic Mining Inc,WV,46,15,Clay,2.0,Other,01/01/1950,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70355,4607212,#24-A,C,Underground,Abandoned and Sealed,10/01/1987,C04154,Simpson & Lester Coals Inc,P18268,Simpson & Lester Coals Inc,WV,46,47,Mcdowell,3.0,Other,10/01/1986,C12,C1202,Princeton WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/22/1986,N,,0,,,,0.0,N,81.4497,37.4464,38.0,,0.0,,,,N,N,N,N,Y,0,,Keystone
70356,4607305,No 1,C,Surface,Abandoned,09/06/1990,C13025,Davis James O,P19292,M & D Mining Company Inc,WV,46,45,Logan,3.0,Other,12/30/1987,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.7767,37.8,48.0,,,0.0,0.0,,N,N,N,N,N,0,,Amherstdale
70404,4608844,Middle Cedar Grove,C,Underground,New Mine,07/31/2000,0041211,"Alpha Natural Resources, Inc.",P21654,Independence Coal Company Inc,WV,46,81,Raleigh,3.0,Corporation,07/01/2000,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,0.0,0.0,0.0,0.0,N,81.529166,37.858055,,,0.0,,0.0,,N,N,N,N,N,0,Raleigh County,Sundial
70455,4602853,No 1 Mine,C,Underground,Abandoned,05/05/1980,C03681,Bailey Henry,P31377,Long Branch Coal Company,WV,46,47,Mcdowell,3.0,Other,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70481,4604437,No 1 Mine (Surface),C,Surface,Abandoned,10/01/1979,C00833,Lapeer Richard C,P00994,R C Lapeer Builders Inc,WV,46,33,Harrison,1.0,Other,11/01/1974,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70485,4601879,No 21 Mine,C,Underground,Abandoned,06/10/1971,C02508,Massey Energy Company,P01647,Robinson-Phillips Coal Company Inc,WV,46,109,Wyoming,3.0,Other,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70497,4602514,Clifftop No 1-A Mine Ug,C,Underground,Abandoned,05/17/1972,C01550,Westmoreland Coal Company,P01842,Westmoreland Coal Company,WV,46,19,Fayette,3.0,Other,01/01/1950,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70535,4604745,No 1 Mine,C,Surface,Abandoned,01/12/1976,C00194,Morris Guy E Jr,P03212,C & B Coal Company,WV,46,1,Barbour,1.0,Other,07/30/1975,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70541,4607125,Mine No 4A East,C,Underground,Abandoned,09/06/2005,0041211,"Alpha Natural Resources, Inc.",0051081,Brooks Run Mining Company LLC,WV,46,101,Webster,3.0,Other,02/01/2003,C04,C0403,Summersville WV Field Office,000061495,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,05/12/1986,N,,0,0.0,0.0,0.0,0.0,N,80.615555,38.523611,73.0,,0.0,,0.0,,N,N,N,N,Y,35,"Rt. 19-N to old Turnpike road, go right approx. 300ft., 1st right onto Mill Creek road for approx. 7.1 miles to entrance of Coal Co. property.  Approx. .7 miles to scale house, mine access road to left.  Blue building on hill.",Erbacon  Wv
70542,4607170,Maplewood No 4 (Surface),C,Surface,Abandoned,07/12/1990,C10982,Maplewood Mining Company Inc,P15168,Maplewood Mining Company Inc,WV,46,67,Nicholas,2.0,Other,08/01/1986,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.7083,38.3083,,,,0.0,0.0,,N,N,N,N,N,0,,Craigsville
70544,4607208,Black Wolf Washer/Loadout,C,Facility,Temporarily Idled,01/04/2011,0081113,ArcelorMittal,0050923,Spider Ridge No. 1,WV,46,47,Mcdowell,3.0,Corporation,12/11/2002,C12,C1202,Princeton WV Field Office,000226511,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/06/1986,N,,5,0.0,0.0,1.0,1.0,N,81.508611,37.350833,,,,,0.0,,N,N,N,N,Y,32,"1.1 miles SW of Thorpe, WV / Burkes Mt. off Rt 52 near Keystone.",Thorpe
70545,4607211,Jannet Mine (S),C,Surface,Abandoned and Sealed,01/23/1990,C14343,Sayre Keith B,P21352,Eastern Energy Investments Inccorporated,WV,46,39,Kanawha,2.0,Other,02/04/1988,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.4386,38.3814,48.0,,,0.0,0.0,,N,N,N,N,N,0,,Quick
70546,4607248,Mine No 2,C,Underground,Abandoned and Sealed,10/17/1989,C11865,Asbury Curtis,P16741,Interstate Mining Corp,WV,46,5,Boone,3.0,Corporation,01/01/1987,C04,C0406,Madison WV Field Office,460724803529D,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,01/08/1987,N,,0,,,,0.0,N,81.6919,37.8769,44.0,,0.0,,,,N,N,N,N,Y,0,,Wharton
70565,4607067,Bush Knob No 1,C,Underground,Abandoned and Sealed,05/26/1987,C08975,Redden Steve W,P12093,Maple Leaf Coal Company Inc,WV,46,25,Greenbrier,3.0,Other,01/01/1986,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.5617,38.0514,42.0,,0.0,,,,N,N,N,N,N,0,,Rupert
70661,4605493,No 2 Mine,C,Underground,Abandoned,10/01/1979,C00853,Dickenson Carl J,P04191,Christy Coal & Coke Company Inc,WV,46,45,Logan,3.0,Other,05/01/1977,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70664,4601853,No 1 Mine,C,Underground,Abandoned,07/26/1973,C30729,Elk Lick Coal Company,P30729,Elk Lick Coal Company,WV,46,5,Boone,3.0,Other,01/01/1950,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70665,4600980,No 1 Ug,C,Underground,Abandoned,09/30/1971,C30553,Jones Donald,P30553,Craigsville Coal Company,WV,46,75,Pocahontas,3.0,Other,01/01/1950,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70671,4602719,No 6 Mine,C,Surface,Abandoned,06/13/1972,C31999,Snyder Mining Corp,P31999,Snyder Mining Corp,WV,46,41,Lewis,2.0,Corporation,01/01/1950,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70672,4600892,Fort Grand Ug,C,Underground,Abandoned,09/19/1978,C04704,Mullins Ralph,P05645,Indian Creek Mining Corp,WV,46,61,Monongalia,1.0,Corporation,01/01/1950,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70707,4609317,Bottom Creek Refuse Reprocessing Site   ,C,Surface,NonProducing,03/27/2012,0101181,Walter  Stokes III,0119176,Hazzard's Excavating & Trucking Company,WV,46,47,Mcdowell,3.0,Other,08/01/2011,C12,C1202,Princeton WV Field Office,000267770,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,Y,54.0,0,0.0,0.0,0.0,0.0,N,81.506666,37.425555,,,,,0.0,,N,N,N,N,N,30,passing Kimball Elementary School on Bottom Creek Road.  1st mine on right Rt 52 South from Kimball Post Office turn left.,Kimball
70712,4603878,Brownton Strip,C,Surface,Abandoned,01/31/1974,C00658,Garbart Paul L,P00752,Garbart Construction Company Inc,WV,46,1,Barbour,1.0,Other,08/13/1973,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70721,4605422,No 1 Surface,C,Surface,Abandoned,06/26/1981,C04792,Burdette Robert L & James E--Robert S Evans,P05749,Y-B Coal Limited,WV,46,39,Kanawha,2.0,Other,02/01/1977,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
